SAMPLE_NUMBER,LOGIN_DATE,ANALYSIS,ASSIGNED_OPERATOR,PRODUCT_GRADE,REPORTED_NAME,ENTRY,REPORTED_UNITS,TEXT_ID
5739552,2/12/2013 7:42,PVAL050204,VKIN,SRM,Peroxide Value,2.673035026,PCT_M-M,QC-SRM21J-5739552
5743706,3/12/2013 8:51,PVAL050204,SEKANAYAKE,SRM,Peroxide Value,2.831271029,PCT_M-M,QC-SRM21J-5743706
5747354,4/12/2013 8:08,PVAL050204,VKIN,SRM,Peroxide Value,2.214614878,PCT_M-M,QC-SRM21J-5747354
5751649,5/12/2013 8:03,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.819801673,PCT_M-M,QC-SRM21J-5751649
5762671,9/12/2013 8:07,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.227191194,PCT_M-M,QC-SRM21J-5762671
5767859,10/12/2013 12:21,PVAL050204,BCOAD,SRM,Peroxide Value,2.02261487,PCT_M-M,QC-SRM21J-5767859
5774417,12/12/2013 6:50,PVAL050204,VKIN,SRM,Peroxide Value,2.503260953,PCT_M-M,QC-SRM21J-5774417
5778479,13/12/2013 8:04,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.051302899,PCT_M-M,QC-SRM21J-5778479
5786167,16/12/2013 12:33,PVAL050204,BCOAD,SRM,Peroxide Value,2.350512311,PCT_M-M,QC-SRM21J-5786167
5788548,17/12/2013 8:31,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.502608647,PCT_M-M,QC-SRM21J-5788548
5793822,18/12/2013 9:58,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.438537733,PCT_M-M,QC-SRM21J-5793822
5797508,19/12/2013 8:15,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.940608402,PCT_M-M,QC-SRM21J-5797508
5801248,20/12/2013 7:53,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.046807989,PCT_M-M,QC-SRM21J-5801248
5809848,23/12/2013 13:42,PVAL050204,BCOAD,SRM,Peroxide Value,2.382187635,PCT_M-M,QC-SRM21J-5809848
5811083,24/12/2013 6:25,PVAL050204,BCOAD,SRM,Peroxide Value,2.245264759,PCT_M-M,QC-SRM21J-5811083
5816667,27/12/2013 8:20,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.391125103,PCT_M-M,QC-SRM21J-5816667
5820450,30/12/2013 7:41,PVAL050204,VKIN,SRM,Peroxide Value,1.92534671,PCT_M-M,QC-SRM21J-5820450
5827490,2/01/2014 12:03,PVAL050204,BCOAD,SRM,Peroxide Value,2.525783015,PCT_M-M,QC-SRM21J-5827490
5837500,7/01/2014 7:41,PVAL050204,VKIN,SRM,Peroxide Value,2.288363745,PCT_M-M,QC-SRM21J-5837500
5848640,10/01/2014 6:46,PVAL050204,BCOAD,SRM,Peroxide Value,3.04294277,PCT_M-M,QC-SRM21J-5848640
5862028,15/01/2014 6:58,PVAL050204,BCOAD,SRM,Peroxide Value,2.190646925,PCT_M-M,QC-SRM21J-5862028
5866247,16/01/2014 8:01,PVAL050204,VKIN,SRM,Peroxide Value,1.744792532,PCT_M-M,QC-SRM21J-5866247
5870061,17/01/2014 6:32,PVAL050204,BCOAD,SRM,Peroxide Value,2.44315433,PCT_M-M,QC-SRM21J-5870061
5875944,19/01/2014 7:36,PVAL050204,VKIN,SRM,Peroxide Value,2.013483635,PCT_M-M,QC-SRM21J-5875944
5884917,22/01/2014 8:32,PVAL050204,VKIN,SRM,Peroxide Value,2.641789093,PCT_M-M,QC-SRM21J-5884917
5890110,23/01/2014 11:21,PVAL050204,BCOAD,SRM,Peroxide Value,2.197474374,PCT_M-M,QC-SRM21J-5890110
5893088,24/01/2014 6:32,PVAL050204,BCOAD,SRM,Peroxide Value,2.197474374,PCT_M-M,QC-SRM21J-5893088
5900790,28/01/2014 7:31,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.958793465,PCT_M-M,QC-SRM21J-5900790
5904033,29/01/2014 7:43,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.94578088,PCT_M-M,QC-SRM21J-5904033
5908001,30/01/2014 7:37,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.679698698,PCT_M-M,QC-SRM21J-5908001
5918950,3/02/2014 8:21,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.430247613,PCT_M-M,QC-SRM21J-5918950
5922212,4/02/2014 8:03,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.897773761,PCT_M-M,QC-SRM21J-5922212
5925411,5/02/2014 7:58,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.175718976,PCT_M-M,QC-SRM21J-5925411
5929551,6/02/2014 7:46,PVAL050204,VKIN,SRM,Peroxide Value,2.111401569,PCT_M-M,QC-SRM21J-5929551
5933166,7/02/2014 6:33,PVAL050204,BCOAD,SRM,Peroxide Value,2.40285191,PCT_M-M,QC-SRM21J-5933166
5948381,12/02/2014 12:14,PVAL050204,BCOAD,SRM,Peroxide Value,2.203915695,PCT_M-M,QC-SRM21J-5948381
5962395,17/02/2014 12:54,PVAL050204,BCOAD,SRM,Peroxide Value,2.769603601,PCT_M-M,QC-SRM21J-5962395
5966442,18/02/2014 12:43,PVAL050204,BCOAD,SRM,Peroxide Value,1.932266778,PCT_M-M,QC-SRM21J-5966442
5973782,20/02/2014 12:12,PVAL050204,BCOAD,SRM,Peroxide Value,1.861016326,PCT_M-M,QC-SRM21J-5973782
5983013,24/02/2014 8:30,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.78344354,PCT_M-M,QC-SRM21J-5983013
5989524,26/02/2014 8:00,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.755281195,PCT_M-M,QC-SRM21J-5989524
5994969,27/02/2014 12:12,PVAL050204,BCOAD,SRM,Peroxide Value,1.722575163,PCT_M-M,QC-SRM21J-5994969
5997257,28/02/2014 6:35,PVAL050204,BCOAD,SRM,Peroxide Value,2.827609657,PCT_M-M,QC-SRM21J-5997257
6003870,3/03/2014 8:12,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.652536789,PCT_M-M,QC-SRM21J-6003870
6014564,6/03/2014 8:13,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.93359375,PCT_M-M,QC-SRM21J-6014564
6016133,6/03/2014 13:09,PVAL050204,BCOAD,SRM,Peroxide Value,2.274038462,PCT_M-M,QC-SRM21J-6016133
6018146,7/03/2014 6:46,PVAL050204,BCOAD,SRM,Peroxide Value,2.146905999,PCT_M-M,QC-SRM21J-6018146
6025680,11/03/2014 7:46,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.471353645,PCT_M-M,QC-SRM21J-6025680
6033661,13/03/2014 8:16,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.810708899,PCT_M-M,QC-SRM21J-6033661
6044274,17/03/2014 8:08,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.174400359,PCT_M-M,QC-SRM21J-6044274
6047770,18/03/2014 8:10,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.968835233,PCT_M-M,QC-SRM21J-6047770
6051746,19/03/2014 8:07,PVAL050204,GMESSAIKE,SRM,Peroxide Value,0.709964911,PCT_M-M,QC-SRM21J-6051746
6056130,20/03/2014 9:24,PVAL050204,GMESSAIKE,SRM,Peroxide Value,0.824744406,PCT_M-M,QC-SRM21J-6056130
6059866,21/03/2014 9:07,PVAL050204,GMESSAIKE,SRM,Peroxide Value,1.335387439,PCT_M-M,QC-SRM21J-6059866
6065064,24/03/2014 7:40,PVAL050204,VKIN,SRM,Peroxide Value,2.959121416,PCT_M-M,QC-SRM21J-6065064
6068174,25/03/2014 8:03,PVAL050204,RKONDA,SRM,Peroxide Value,2.469012838,PCT_M-M,QC-SRM21J-6068174
6073918,26/03/2014 12:33,PVAL050204,BCOAD,SRM,Peroxide Value,1.966895153,PCT_M-M,QC-SRM21J-6073918
6073943,26/03/2014 12:36,PVAL050204,BCOAD,SRM,Peroxide Value,3.830808931,MEQ_02_KGF,QC-SRM21K-6073943
6075868,27/03/2014 7:21,PVAL050204,RKONDA,SRM,Peroxide Value,1.648226592,PCT_M-M,QC-SRM21J-6075868
6079729,28/03/2014 8:17,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.125886075,PCT_M-M,QC-SRM21J-6079729
6082340,28/03/2014 15:08,PVAL050204,GMESSAIKE,SRM,Peroxide Value,5.530517495,MEQ_02_KGF,QC-IRM001A-6082340
6082344,28/03/2014 15:08,PVAL050204,GMESSAIKE,SRM,Peroxide Value,7.228070175,MEQ_02_KGF,QC-IRM001A-6082344
6082347,28/03/2014 15:09,PVAL050204,GMESSAIKE,SRM,Peroxide Value,8.242946883,MEQ_02_KGF,QC-IRM001A-6082347
6087175,31/03/2014 12:38,PVAL050204,BCOAD,SRM,Peroxide Value,3.256141764,MEQ_02_KGF,QC-IRM001A-6087175
6087183,31/03/2014 12:41,PVAL050204,BCOAD,SRM,Peroxide Value,2.560363855,PCT_M-M,QC-SRM21J-6087183
6094623,2/04/2014 12:37,PVAL050204,BCOAD,SRM,Peroxide Value,0.86005047,MEQ_02_KGF,QC-IRM001A-6094623
6094625,2/04/2014 12:38,PVAL050204,BCOAD,SRM,Peroxide Value,2.52527736,MEQ_02_KGF,QC-IRM001A-6094625
6094626,2/04/2014 12:38,PVAL050204,BCOAD,SRM,Peroxide Value,1.740005082,PCT_M-M,QC-SRM21J-6094626
6098197,3/04/2014 11:33,PVAL050204,BCOAD,SRM,Peroxide Value,2.282730325,MEQ_02_KGF,QC-IRM001A-6098197
6098213,3/04/2014 11:35,PVAL050204,BCOAD,SRM,Peroxide Value,5.375490769,MEQ_02_KGF,QC-IRM001A-6098213
6098214,3/04/2014 11:35,PVAL050204,BCOAD,SRM,Peroxide Value,1.884147322,PCT_M-M,QC-SRM21J-6098214
6100671,4/04/2014 8:14,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.147246656,PCT_M-M,QC-SRM21J-6100671
6100681,4/04/2014 8:16,PVAL050204,GMESSAIKE,SRM,Peroxide Value,3.017378843,MEQ_02_KGF,QC-SRM21K-6100681
6100685,4/04/2014 8:17,PVAL050204,GMESSAIKE,SRM,Peroxide Value,6.024600777,MEQ_02_KGF,QC-IRM001A-6100685
6100689,4/04/2014 8:17,PVAL050204,GMESSAIKE,SRM,Peroxide Value,6.020412503,MEQ_02_KGF,QC-IRM001A-6100689
6107533,7/04/2014 13:02,PVAL050204,BCOAD,SRM,Peroxide Value,0.60285651,MEQ_02_KGF,QC-IRM001A-6107533
6107606,7/04/2014 13:15,PVAL050204,BCOAD,SRM,Peroxide Value,1.61401753,PCT_M-M,QC-SRM21J-6107606
6107607,7/04/2014 13:15,PVAL050204,BCOAD,SRM,Peroxide Value,4.374318132,MEQ_02_KGF,QC-IRM001A-6107607
6114757,9/04/2014 13:08,PVAL050204,BCOAD,SRM,Peroxide Value,1.347549909,PCT_M-M,QC-SRM21J-6114757
6114805,9/04/2014 13:10,PVAL050204,BCOAD,SRM,Peroxide Value,1.91344087,MEQ_02_KGF,QC-SRM21K-6114805
6126551,13/04/2014 7:24,PVAL050204,VKIN,SRM,Peroxide Value,2.422816265,PCT_M-M,QC-SRM21J-6126551
6127743,14/04/2014 8:00,PVAL050204,GMESSAIKE,SRM,Peroxide Value,3.03188253,MEQ_02_KGF,QC-SRM21K-6127743
6130893,15/04/2014 8:19,PVAL050204,GMESSAIKE,SRM,Peroxide Value,3.042633753,MEQ_02_KGF,QC-SRM21K-6130893
6143786,18/04/2014 7:40,PVAL050204,RKONDA,SRM,Peroxide Value,2.758703655,MEQ_02_KGF,QC-SRM21K-6143786
6148217,22/04/2014 8:01,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.125254892,MEQ_02_KGF,QC-SRM21K-6148217
6151156,23/04/2014 8:16,PVAL050204,GMESSAIKE,SRM,Peroxide Value,2.947117753,MEQ_02_KGF,QC-SRM21K-6151156
6155254,24/04/2014 8:22,PVAL050204,GMESSAIKE,SRM,Peroxide Value,3.905274586,MEQ_02_KGF,QC-SRM21K-6155254
6159148,25/04/2014 8:12,PVAL050204,RKONDA,SRM,Peroxide Value,2.863533774,PCT_M-M,QC-SRM21J-6159148
6163672,28/04/2014 12:24,PVAL050204,BCOAD,SRM,Peroxide Value,3.016734956,MEQ_02_KGF,QC-SRM21K-6163672
6167001,29/04/2014 12:07,PVAL050204,BCOAD,SRM,Peroxide Value,3.002160276,MEQ_02_KGF,QC-SRM21K-6167001
6172164,30/04/2014 15:17,PVAL050204,BCOAD,SRM,Peroxide Value,2.493172691,MEQ_02_KGF,QC-SRM21K-6172164
6173844,1/05/2014 8:57,PVAL050204,RKONDA,SRM,Peroxide Value,1.527292283,PCT_M-M,QC-SRM21J-6173844
6179301,2/05/2014 12:46,PVAL050204,UPETHIYAGO,SRM,Peroxide Value,2.872606587,MEQ_02_KGF,QC-SRM21K-6179301
6185086,5/05/2014 12:54,PVAL050204,BCOAD,SRM,Peroxide Value,2.917626071,PCT_M-M,QC-SRM21K-6185086
6188960,6/05/2014 13:15,PVAL050204,UPETHIYAGO,SRM,Peroxide Value,3.378185848,PCT_M-M,QC-SRM21K-6188960
6192912,7/05/2014 12:59,PVAL050204,UPETHIYAGO,SRM,Peroxide Value,3.649385614,PCT_M-M,QC-SRM21K-6192912
6194990,8/05/2014 7:47,PVAL050204,VKIN,SRM,Peroxide Value,3.074284722,PCT_M-M,QC-SRM21K-6194990
6196930,8/05/2014 12:24,PVAL050204,BCOAD,SRM,Peroxide Value,3.871090005,PCT_M-M,QC-SRM21K-6196930
6199037,9/05/2014 6:17,PVAL050204,BCOAD,SRM,Peroxide Value,4.385277055,PCT_M-M,QC-SRM21K-6199037
6199538,9/05/2014 9:33,PVAL050204,BCOAD,SRM,Peroxide Value,4.321666533,PCT_M-M,QC-SRM21K-6199538
6206799,12/05/2014 13:12,PVAL050204,BCOAD,SRM,Peroxide Value,4.321666533,PCT_M-M,QC-SRM21K-6206799
6212395,14/05/2014 7:32,PVAL050204,VKIN,SRM,Peroxide Value,3.195179919,PCT_M-M,QC-SRM21K-6212395
6214425,14/05/2014 12:29,PVAL050204,BCOAD,SRM,Peroxide Value,3.195179919,PCT_M-M,QC-SRM21K-6214425
